79,1
80,2
80,3
80,4
80,5
80,6
80,7
80,8
80,9
80,10
80,11
80,12
80,13
80,14
80,15
80,16
81,17
81,18
81,19
81,20
78,21
78,22
78,23
78,24
78,25
78,26
78,27
78,28
78,29
78,30
80,31
80,32
80,33
80,34
80,35
80,36
80,37
80,38
80,39
81,40
81,41
81,42
81,43
83,44
83,45
83,46
83,47
83,48
83,49
80,50
80,51
80,52
80,53
80,54
80,55
80,56
80,57
80,58
80,59
80,60
80,61
80,62
80,63
80,64
80,65
80,66
80,67
80,68
80,69
80,70
80,71
80,72
80,73
80,74
80,75
80,76
80,77
80,78
80,79
80,80
80,81
80,82
80,83
80,84
80,85
80,86
80,87
80,88
80,89
80,90
80,91
80,92
80,93
80,94
81,95
81,96
81,97
81,98
81,99
81,100
81,101
81,102
81,103
81,104
81,105
81,106
81,107
81,108
81,109
81,110
81,111
81,112
81,113
81,114
82,115
82,116
82,117
82,118
82,119
82,120
82,121
82,122
82,123
79,124
79,125
79,126
79,127
79,128
79,129
79,130
79,131
79,132
79,133
79,134
79,135
79,136
79,137
79,138
79,139
80,140
80,141
80,142
80,143
80,144
80,145
82,146
81,147
81,148
81,149
81,150
81,151
81,152
81,153
81,154
80,155
80,156
80,157
80,158
80,159
80,160
81,161
81,162
81,163
81,164
81,165
81,166
81,167
81,168
81,169
80,170
80,171
80,172
80,173
80,174
80,175
79,176
79,177
79,178
79,179
79,180
81,181
81,182
81,183
80,184
80,185
80,186
80,187
80,188
80,189
80,190
80,191
80,192
80,193
80,194
80,195
80,196
80,197
80,198
80,199
81,200
81,201
81,202
81,203
81,204
80,205
80,206
80,207
82,208
82,209
82,210
82,211
82,212
82,213
82,214
79,215
79,216
79,217
79,218
79,219
79,220
79,221
79,222
82,223
82,224
82,225
82,226
82,227
79,228
79,229
79,230
79,231
82,232
82,233
82,234
82,235
82,236
82,237
82,238
82,239
82,240
81,241
81,242
81,243
81,244
79,245
79,246
79,247
82,248
82,249
82,250
82,251
80,252
80,253
80,254
80,255
80,256
80,257
80,258
80,259
78,260
78,261
78,262
78,263
78,264
78,265
78,266
78,267
78,268
78,269
78,270
79,271
79,272
79,273
80,274
79,275
80,276
80,277
82,278
82,279
82,280
82,281
82,282
79,283
79,284
79,285
79,286
82,287
82,288
82,289
82,290
82,291
82,292
82,293
80,294
81,295
81,296
81,297
81,298
81,299
